name,category,latitude,longitude
Murry Hill Diner,restaurant,40.7459042,-73.9803026
Starbucks,cafe,40.7566623,-73.9858678
Europa Cafe,cafe,40.7566921,-73.9867194
Red Lobster,restaurant,40.7556031,-73.987571
Madison & Vine,restaurant,40.75218,-73.9795023
Pera,restaurant,40.7523353,-73.9793753
LA Fonda Del Sol,restaurant,40.7532708,-73.9773865
ammos estiatorio,restaurant,40.7542362,-73.977239
The Beer Bar Cafe Centro,cafe,40.7539377,-73.9768745
Vander Bar,bar,40.7545379,-73.9770283
Starbucks,cafe,40.7543596,-73.9763714
Naples 45,cafe,40.7538356,-73.9761648
Starbucks,cafe,40.7529578,-73.9752216
Maman,cafe,40.7523179,-73.9738176
Starbucks,cafe,40.7520527,-73.9759313
Zucker's Bagels & Smoked Fish,cafe,40.750611,-73.9768239
Central Cafe,cafe,40.7519302,-73.978195
Starbucks,cafe,40.7519234,-73.9797222
The Heavenly Burger,restaurant,40.7517125,-73.9799108
Andaz,cafe,40.7528897,-73.9811056
Connolly's,restaurant,40.7561557,-73.9776613
Wafels and Dinges,cafe,40.7545385,-73.9840441
Starbucks,cafe,40.7490233,-73.9822288
Broadway Cafe,cafe,40.7433913,-73.9892649
Starbucks,cafe,40.7538901,-73.9787699
Starbucks,cafe,40.7570782,-73.9759556
Starbucks,cafe,40.7613683,-73.9737843
American Retro Bar & Grill,restaurant,40.7650421,-73.9880624
L'Ecole Restaurant,restaurant,40.7208901,-74.0003925
Buddakan,restaurant,40.7421638,-74.0048429
Tony's,restaurant,40.7563915,-73.9854253
Capital Grille at Time-Life,restaurant,40.7607113,-73.9807687
Le Parker Meridien Burger,restaurant,40.7640653,-73.9782577
Balade,restaurant,40.7302946,-73.9831042
Russian Tea Room,restaurant,40.7650339,-73.9793005
Market Diner,restaurant,40.7615758,-73.9973446
El Parador Café,cafe,40.7444662,-73.9747193
Starbucks,cafe,40.7436871,-73.9769314
Starbucks,cafe,40.80593,-73.9545289
Unknown,restaurant,40.8072019,-73.9535984
Chocolat Restaurant Lounge,restaurant,40.8069537,-73.9537487
The Fox,restaurant,40.8068012,-73.9534135
Melba's,restaurant,40.8030944,-73.95657
Cedric,restaurant,40.8061352,-73.9530327
Billie's Black Bar & Lounge,restaurant,40.8062286,-73.9532312
Café Triskell,restaurant,40.7556257,-73.9280317
Little Ruby’s Cafe,restaurant,40.7340693,-74.0027914
Forty Four,bar,40.7555936,-73.982172
Gregory Coffee,cafe,40.7557338,-73.9824831
Uncle Jack's,restaurant,40.7537214,-73.995808
Sergimmo Slumeria,restaurant,40.7542567,-73.9954338
Zoob Zib Thai Authentic Noodle Bar,restaurant,40.7543769,-73.9953394
Skylight Diner,restaurant,40.7533878,-73.9967808
Hudson Station Bar and Grill,restaurant,40.753864,-73.9956804
Golden City,restaurant,40.7532964,-73.9966423
Sushi Star,cafe,40.7544373,-73.9953011
Starstruck Coffee,cafe,40.754189,-73.9954886
Twins,bar,40.7531379,-73.9967415
Albatross Bar,bar,40.7701858,-73.9121836
Shmoné,restaurant,40.7335075,-73.9990673
Sweet Love Snack Bar,cafe,40.7202016,-74.0139829
Grimaldi's Pizzeria,restaurant,40.7025856,-73.993235
Naughty Crab,restaurant,40.7897154,-73.947931
Chu Ros Thai,restaurant,40.7892539,-73.9486313
Burritos y Mas,restaurant,40.7887557,-73.9486546
Quechua Nostra,restaurant,40.7905956,-73.9476505
El Aguila,restaurant,40.7905186,-73.9477162
The Lexington Social,restaurant,40.7906645,-73.9476244
Caribbean Fiesta,restaurant,40.7927227,-73.9503373
Bawarchi Indian Cuisine,restaurant,40.7927565,-73.9503189
King Dragon,restaurant,40.7928147,-73.95028
The Lambs Club,restaurant,40.756616,-73.9845926
Think Coffee,cafe,40.733002,-73.9897704
Ave Coffee House,cafe,40.7420998,-73.9196581
The Playwright,restaurant,40.7604723,-73.9840506
Skinny's Cantina,restaurant,40.7456176,-73.9567972
Tutt Café,cafe,40.7002323,-73.9933602
Starbucks,cafe,40.7562302,-73.9750931
Hunan Park,restaurant,40.7921936,-73.9676915
Starbucks,cafe,40.7952322,-73.9655391
Broad Nosh Bagel,cafe,40.7879675,-73.9764443
City Diner,restaurant,40.7910471,-73.9747641
The Crossbar,cafe,40.7883801,-73.977098
Five Napkin Burger,restaurant,40.7870645,-73.9779334
Ayza Wine & Chocolate Bar,restaurant,40.7297052,-74.0048523
Starbucks,cafe,40.739372,-74.002526
Trattoria Spaghetto,restaurant,40.730184,-74.0025384
Kesari,restaurant,40.7993268,-73.9687523
Manhattan Valley,restaurant,40.7970144,-73.969726
Street Taco To Go,restaurant,40.7982198,-73.9687221
Metro Diner,restaurant,40.7974417,-73.9701456
Just Pho You,restaurant,40.7975736,-73.9693077
Texas Rotisserie Grill,restaurant,40.7955308,-73.9714792
Wa Lung Kitchen,restaurant,40.7138887,-73.980158
El Castillo De Jagua,restaurant,40.714385,-73.9818347
Zafis Luncheonette,restaurant,40.7149321,-73.9826973
Malecon Restaurant,restaurant,40.7950365,-73.9699063
Ozen,restaurant,40.7949162,-73.9699934
Think Coffee,cafe,40.739495,-74.0029857
Vin et Fleur,restaurant,40.7242486,-74.0033107
Uro Cafe,cafe,40.7224661,-73.9488216
Pizza Palace,restaurant,40.8624129,-73.925052
Starbucks,cafe,40.7337954,-74.0064644
5 Napkin Burger,restaurant,40.7601614,-73.9911074
Gallo Nero,restaurant,40.7598902,-73.9917945
Ollie's,restaurant,40.7588415,-73.993163
Maison Close,restaurant,40.7232955,-74.0037222
Laut,restaurant,40.7375482,-73.991104
Vanessa's Dumpling House,restaurant,40.7182938,-73.9917781
Posh Pass NYC,bar,40.7446199,-74.0030314
Starbucks,cafe,40.7580159,-73.9889989
Pasquale Jones,restaurant,40.7210814,-73.9967486
Starbucks,cafe,40.7644259,-73.9810737
Cariño,restaurant,40.712472,-73.9647679
Miss Favela,restaurant,40.7121797,-73.9662152
South Port,restaurant,40.7124975,-73.9642787
Bosino,restaurant,40.7987385,-73.9673316
Katz's Delicatessen,restaurant,40.7223431,-73.987353
Mercato,restaurant,40.7562465,-73.9936447
Starbucks,cafe,40.719348,-73.9899978
La Colombe Coffee Roasters,cafe,40.7235092,-73.9913293
Cactus Mexican Restaurant,restaurant,40.7006444,-73.9438427
Blue Smoke,restaurant,40.7146177,-74.015376
Banc,restaurant,40.7432296,-73.9797061
Starbucks,cafe,40.8612406,-73.970363
Parisienne Bakery Cafe,cafe,40.8519524,-73.9722828
Starbucks,cafe,40.8130952,-73.9843469
Starbucks,cafe,40.8561334,-73.9654125
Astor Row Cafe,cafe,40.8109307,-73.9428375
Mole,restaurant,40.7188464,-73.9635537
Black Brick,cafe,40.7141835,-73.9616239
Dokébi,restaurant,40.7142048,-73.9602838
Kabob Shack,restaurant,40.7107181,-73.9582427
Nice Matin,restaurant,40.783395,-73.9784022
Starbucks,cafe,40.7849274,-73.9788012
The West,cafe,40.7117855,-73.9514399
Limosneros,restaurant,40.7113992,-73.9510101
Polash,restaurant,40.799638,-73.9385346
Ashbox Cafe,restaurant,40.7377801,-73.955195
BlueSpoon Coffee Co,cafe,40.7082349,-74.0076153
Lighthouse,restaurant,40.7108493,-73.9537084
Briciola Pizza Bar,restaurant,40.7290902,-74.0034181
The Pencil Factory,bar,40.729763,-73.9574255
Mama Carmela's Pizza,restaurant,40.760139,-73.9073114
King's Wok,restaurant,40.7601756,-73.907416
Dillinger's Bar and Grill,bar,40.7614413,-73.9094062
China Pagoda,restaurant,40.7608858,-73.9089094
Vinnies Pizzeria,restaurant,40.7188705,-73.9567925
Möge Tee,cafe,40.7364693,-73.9790705
Whole Green,cafe,40.7375845,-74.0001443
Alice,restaurant,40.7370855,-73.9986335
Bean And Bean,cafe,40.7072305,-74.0123877
Starbucks,cafe,40.7043817,-74.0130472
Mezze on the River,restaurant,40.7113206,-74.0178328
Starbucks,cafe,40.8735418,-73.9084923
CoCo Fresh Tea & Juice,cafe,40.7401504,-73.984507
Starbucks,cafe,40.7405189,-73.984262
Starbucks,cafe,40.7101916,-74.0079702
Rincón Melania,restaurant,40.74475,-73.929014
Tangra Asian Fusion,restaurant,40.744228,-73.924884
Starbucks,cafe,40.722517,-73.997904
Philomena's Pizza,restaurant,40.7433564,-73.9229731
Hei Tiki,restaurant,40.760433,-73.922418
Brooklyn Bagel,cafe,40.760478,-73.9218592
Taco Tumba,restaurant,40.763681,-73.915422
P.J. Clarke's,restaurant,40.7137763,-74.0161159
Mamajuana Cafe,restaurant,40.8664492,-73.9280511
Justino’s Pizzeria,restaurant,40.7681264,-73.9857786
Bonchon Chicken,restaurant,40.7474905,-73.9851225
LOVE Korean BBQ,restaurant,40.7471688,-73.9852137
Bar Boulud,bar,40.7719194,-73.9818733
Pappardella,restaurant,40.7793384,-73.9776644
The Smith,restaurant,40.7716005,-73.9818679
Cafe Amrita,cafe,40.8010232,-73.9587555
Trattoria iL Gusto,restaurant,40.7892574,-73.9698327
Saba's Pizza,restaurant,40.783305,-73.9779565
Bite,cafe,40.725584,-73.9947398
West Side Wok & Konata Sushi,restaurant,40.7923619,-73.9713503
Kouzan,restaurant,40.7921778,-73.9714835
Spice,restaurant,40.7842712,-73.9772503
WAU,restaurant,40.7844415,-73.9776143
Outback Steakhouse,restaurant,40.742262,-73.991796
Ear Inn,bar,40.7259033,-74.0094874
Rudraks,restaurant,40.7930225,-73.9713526
Pio Pio,restaurant,40.7929325,-73.97142
Jing Fong Restaurant,restaurant,40.7827246,-73.9789347
Haru Sushi,restaurant,40.7841916,-73.9773072
Bohemian Spirit Restaurant,restaurant,40.769058,-73.9565904
Del Frisco's Double Eagle Steakhouse,restaurant,40.7593243,-73.9816604
Barfly,bar,40.7371351,-73.9846154
River Palm Terrace,restaurant,40.8426844,-73.9687863
Pause Cafe,cafe,40.7212256,-73.984094
Parkside Lounge,restaurant,40.7210809,-73.9832025
Starbucks,cafe,40.757236,-73.9891169
Bobby Van's,restaurant,40.7061255,-74.0110467
Bombay Cuisine,restaurant,40.7034829,-74.011087
Joe & The Juice,cafe,40.7059471,-74.0116452
787 Coffee,cafe,40.7035248,-74.0108884
Giardino D'Oro,restaurant,40.7074557,-74.0072562
Springbone Kitchen,cafe,40.7037137,-74.0104781
Starbucks,cafe,40.7051728,-74.011298
Chinah,restaurant,40.7069584,-74.0072664
Blue Ribbon Sushi Bar & Grill,restaurant,40.7079524,-74.0078296
Raj's Indian Kitchen,restaurant,40.7089962,-74.0090796
Cipriani,restaurant,40.7061385,-74.0093922
Nikoniko Sushi Bowl,restaurant,40.7055979,-74.0077325
Taste of Tokyo,restaurant,40.7051087,-74.0096903
Centric,restaurant,40.7052024,-74.0080678
Taz Cafe,cafe,40.7068069,-74.0085989
Sweetleaf,cafe,40.7471411,-73.9560426
Wall Street Grill,restaurant,40.704892,-74.0085955
Delmonico's,restaurant,40.705042,-74.0102055
Hale & Hearty Soup,restaurant,40.7051928,-74.0109499
Harry's,restaurant,40.7046606,-74.0097725
Joseph's Ristorante,restaurant,40.7048541,-74.0095999
Lenwich,restaurant,40.7047709,-74.0088362
Starbucks,cafe,40.7046071,-74.0091159
The Original Soupman,restaurant,40.7046731,-74.0089587
Snacky,restaurant,40.7143802,-73.9606917
LA Burrito,restaurant,40.7140469,-73.9614532
Noods n' Chill,restaurant,40.7119172,-73.9611898
Simple Cafe,restaurant,40.7124197,-73.9627821
BK Lobster,restaurant,40.7127964,-73.9625166
ROKA Modern Mediterranean,restaurant,40.711957,-73.9627446
Amor y Amargo,bar,40.7105361,-73.9583554
Moka & Co,cafe,40.7924179,-73.9738051
Village Square Pizza,restaurant,40.7923725,-73.9738366
Randolph Bar and Restaurant,restaurant,40.7119483,-73.9634982
Jean-Georges,restaurant,40.7689698,-73.9816665
Gallo Nero,restaurant,40.7598127,-73.9921572
Tavern on Jane,restaurant,40.7382471,-74.0042816
maman,restaurant,40.7328961,-73.9934793
82 Stanton,bar,40.7216511,-73.988822
Troy,bar,40.7402557,-74.0055355
bOb Bar,bar,40.7224339,-73.9899014
Apothéke,bar,40.7143873,-73.9981634
The Quays,bar,40.7618244,-73.9109732
Blackbird's,bar,40.7634117,-73.9134101
1020 Bar,bar,40.8032115,-73.963939
The Drink,bar,40.7110056,-73.9453695
Eagle Trading Company,cafe,40.734967,-73.9582704
Sereneco,restaurant,40.7300079,-73.9577527
Paulie Gee's,restaurant,40.7296588,-73.9584608
Baggio's Pizza and Restaurant,restaurant,40.8511728,-73.9708161
Wok Bar,restaurant,40.8509466,-73.9699964
Koa Koa,cafe,40.8490918,-73.9709284
Nova Pizza and Pasta,restaurant,40.8493432,-73.9708318
Starbucks,cafe,40.8494284,-73.9707835
Silver Pond,restaurant,40.8515321,-73.9717896
Marseille,restaurant,40.7597501,-73.991404
Westway Diner,restaurant,40.7594365,-73.9916409
Mama Mia 44SW,restaurant,40.75972,-73.9919266
Olive Valley,restaurant,40.7051843,-73.9333832
Swallow Cafe,cafe,40.7054406,-73.9334626
Shinobi Ramen,restaurant,40.7056811,-73.9322419
Destefano's Pub,bar,40.8162456,-73.9906916
Bar Americano,bar,40.7314241,-73.9576915
Shanghai Lee,restaurant,40.7318079,-73.9580677
Black Rabbit,bar,40.7300934,-73.9564221
Calexico,restaurant,40.724188,-73.9511746
The Turkey's Nest,bar,40.7205705,-73.9549076
The Lobster Joint,restaurant,40.7354045,-73.9552629
Gramercy Cafe,restaurant,40.759015,-73.9187469
The Rabbit Hole,bar,40.7591405,-73.9196792
Little Armenia,cafe,40.7341833,-73.9550701
Elder Greene,restaurant,40.7307172,-73.957596
Vamos al Tequila,restaurant,40.7307935,-73.9576081
Cozinha Latina,restaurant,40.7298686,-73.9590216
Fumo,restaurant,40.8028091,-73.9680501
Starbucks,cafe,40.7308318,-73.983183
Bait and Hook,restaurant,40.7325829,-73.985049
IHOP,restaurant,40.732808,-73.9855592
Thai Terminal,restaurant,40.7302647,-73.9838635
Mokyo,restaurant,40.7271582,-73.9839133
Le Pain Quotidien,cafe,40.7602221,-73.9750354
Burger Heaven,restaurant,40.7601912,-73.9749707
Hungry Burrito,restaurant,40.7216427,-73.9382913
One Stop Beer Shop,bar,40.7210499,-73.9407121
Tar Pit,cafe,40.7175527,-73.9411987
Gennaro,restaurant,40.7916482,-73.9718511
Mido,restaurant,40.7900622,-73.9735109
French Roast,restaurant,40.7876494,-73.9767024
Poulet Sans Tête,restaurant,40.7894731,-73.9739492
Crema,restaurant,40.7396323,-73.996068
da Umberto,restaurant,40.7395688,-73.9959132
Chote Nawab,restaurant,40.7424809,-73.982394
Haandi,restaurant,40.7424095,-73.9824519
Diner 24,restaurant,40.7381852,-73.9833938
Fred's,restaurant,40.7856847,-73.9767189
Chalait,cafe,40.7851171,-73.9766494
GiGi Cafe,cafe,40.7468389,-73.9933857
Barn Joo Nomad,restaurant,40.7460666,-73.9902685
Izumi,restaurant,40.7468975,-73.9922271
Joe Coffee Company,cafe,40.8101961,-73.9618962
Marlow Bistro,restaurant,40.802903,-73.9641533
Starbucks,cafe,40.771384,-73.9824717
Carmine's,restaurant,40.7911041,-73.9740198
Smoke Jazz & Supper Club,restaurant,40.8011187,-73.9682057
Hell's Kitchen,restaurant,40.7566987,-73.9941361
The Hummus & Pita Co.,restaurant,40.7391381,-73.9957765
J's Pizza,restaurant,40.7398784,-73.9989355
Ponte's,restaurant,40.723424,-74.0104811
M-Thai,restaurant,40.744378,-73.9988791
Birch Coffee,cafe,40.7932055,-73.9675462
Uris Deli,cafe,40.808949,-73.9609388
Blue Java,cafe,40.8094957,-73.9602878
Good Enough To Eat,restaurant,40.7859964,-73.9727711
Broome Street Bar,bar,40.7231111,-74.0029527
Kashmir 9,restaurant,40.7549873,-73.9948837
Bombay Tandoori,restaurant,40.7546155,-73.9949991
Starbucks,cafe,40.7761432,-73.9502069
Starbucks,cafe,40.7859465,-73.9507027
Joe Coffee Company,cafe,40.7333179,-74.0005572
North Square,restaurant,40.7323868,-73.9986529
Starbucks,cafe,40.7332121,-74.0026862
Waverly Diner,restaurant,40.7331105,-74.0001672
Chelsea Square Restaurant,restaurant,40.7462866,-74.0012226
Moran's,restaurant,40.7452438,-74.0056781
Brooklyn Bagel & Coffee Company,cafe,40.7461544,-73.9975859
Donnatella,restaurant,40.742976,-73.9998997
St Kilda Coffee,cafe,40.7439702,-73.9997102
Jungle Bird,bar,40.742595,-74.000177
Shaffer’s,restaurant,40.7420517,-74.001097
Grand Sichuan Eastern,restaurant,40.7425367,-74.0002195
LOULOU,restaurant,40.7426738,-74.0001725
Lasagna Ristorante,restaurant,40.7432349,-73.9997149
Da Andrea,restaurant,40.7420719,-74.0006086
Rocking Horse Cafe,restaurant,40.7429148,-73.9999442
Dim Sum Chelsea,restaurant,40.7446356,-73.9986916
Starbucks,cafe,40.7411054,-74.0012613
Starbucks,cafe,40.7451876,-73.9988416
$1 Pizza,restaurant,40.7462136,-73.9975429
Temerarion,restaurant,40.7434448,-73.9995835
Uncle Nick's Restaurant,restaurant,40.749067,-73.995471
Bagel and More,cafe,40.7384873,-74.0000074
iPizzaNY,restaurant,40.7388057,-73.9997449
The Donut Pub,cafe,40.7388452,-73.9998143
The Ellington,restaurant,40.8008613,-73.9682637
Tap a Keg,bar,40.800303,-73.9683394
Serafina,restaurant,40.800492,-73.9682823
Zona Rosa,restaurant,40.7139182,-73.9495566
LIC Bar,bar,40.7470196,-73.9528397
16 Handles,restaurant,40.7183326,-73.9582765
Brooklyn Bowl,bar,40.7219806,-73.957629
Pad Thai,restaurant,40.749979,-73.9953383
Pio Pio Riko,restaurant,40.750033,-73.995284
Tempest Bar,bar,40.7499096,-73.99538
Taco Bandito,restaurant,40.747489,-73.9971782
The Pho 2,restaurant,40.7457288,-73.998418
Dallas BBQ,restaurant,40.7456072,-73.9987643
Nina's Great Burrito Bar,restaurant,40.7860514,-73.9727433
Viand,restaurant,40.7856099,-73.9725709
Joe Coffee Company,cafe,40.7857253,-73.9729983
The Consulate,restaurant,40.7858452,-73.9723966
Chelsea Cottage's Viet Grill,restaurant,40.7460875,-74.0013739
Famous Original Ray's Pizza,restaurant,40.7460286,-74.0014102
The Meatball Company,restaurant,40.7458946,-74.0014911
Qanoon,restaurant,40.7452195,-74.0020025
Dil e Punjab Deli,restaurant,40.7446425,-74.0024036
Omai,restaurant,40.7442217,-74.0027401
Tipsy Parson,restaurant,40.7441697,-74.0027774
Salinas,restaurant,40.7436469,-74.0031642
Olde City,restaurant,40.7435996,-73.98616
Tarallucci e Vino,restaurant,40.7843578,-73.973482
The Cottage,restaurant,40.7820354,-73.9794104
Oslo Coffee Roasters,cafe,40.7131024,-73.9623534
Starbucks,cafe,40.761405,-73.9678672
Starbucks,cafe,40.7694073,-73.9848933
Columbus Cafe,cafe,40.7871147,-73.9719656
Partners Coffee,cafe,40.7179682,-73.9591782
Starbucks,cafe,40.7777547,-73.9826132
La Vera Pizza,restaurant,40.7943168,-73.9724172
Vazacs Horseshoe Bar,bar,40.7250128,-73.9813915
G Lounge,bar,40.7422344,-73.9986032
Union Pool,bar,40.7150021,-73.9516171
Skinny Dennis,bar,40.7158872,-73.9621335
The Levee,bar,40.7163751,-73.9615756
Cantina Cubana,restaurant,40.7220509,-73.9832277
Raoul's,restaurant,40.7262443,-74.002053
BLT Fish,restaurant,40.738528,-73.993377
Aldea,restaurant,40.7387251,-73.9937954
Chelsea Inn,restaurant,40.7388033,-73.9940261
Hollywood Diner,restaurant,40.7387142,-73.9956231
Flavabom,restaurant,40.7394173,-73.9951134
Guac Time,restaurant,40.7395596,-73.9954916
Hakata TonTon,restaurant,40.7499004,-73.985695
Dinosaur Bar-B-Que,restaurant,40.8181449,-73.9608188
American Cut,restaurant,40.7191271,-74.0101564
Peter Luger Steak House,restaurant,40.7098661,-73.9625564
Sunnyside Pizza,restaurant,40.7440783,-73.9240225
Yonah Shimmel Knish Bakery,cafe,40.7231858,-73.9901312
Golden Unicorn,restaurant,40.7136218,-73.9970903
Pies-N-Thighs,restaurant,40.7112166,-73.9613452
Drop-Off Service,bar,40.7299571,-73.9808751
Mona's,bar,40.7291724,-73.9783661
Katsu Hama,restaurant,40.7564397,-73.9775373
Sushi-tei,restaurant,40.7563919,-73.9775762
Go! Go! Curry!,restaurant,40.7544471,-73.9906058
Sunflower,cafe,40.7268178,-73.9887455
San Marzano,restaurant,40.7279733,-73.9883791
"Paul's ""Da Burger Joint""",restaurant,40.7285199,-73.9879471
Mr. Keke,restaurant,40.7290829,-73.990007
Vidali’s Pizza,restaurant,40.7671244,-73.9302379
Recette,restaurant,40.7132253,-73.9563783
Emmy squared,restaurant,40.7122344,-73.9556656
Mizu,restaurant,40.7133221,-73.9619067
Xing Fu Tang,cafe,40.728772,-73.9877814
212 Hisae's,bar,40.7297134,-73.98873
The Bean,cafe,40.7297726,-73.98948
Compton’s,restaurant,40.7707975,-73.9301358
Copacabana,restaurant,40.7563693,-73.928987
Clockwork Bar,bar,40.7153863,-73.990065
Dim Sum Go Go,restaurant,40.7132723,-73.9977424
Harlem Maison,restaurant,40.8121987,-73.9516713
Chat n Chew,restaurant,40.7369154,-73.9920567
Txikito,restaurant,40.7473898,-74.0004115
Merchant's,restaurant,40.7403988,-73.9986292
Riverpark,restaurant,40.7395197,-73.9734647
Port Sa'id,restaurant,40.7279023,-74.0070286
Mia Pizza,restaurant,40.7789921,-73.9145079
Zorbas,restaurant,40.7749895,-73.9134767
Gold N Honey,cafe,40.7787541,-73.9141762
Waltz Astoria,cafe,40.779282,-73.9155723
Agnanti,restaurant,40.7810383,-73.9179527
Tap,restaurant,40.7752741,-73.9092283
Brooklyn Bagel & Coffee Co.,cafe,40.7747031,-73.9084483
New York City Bagel and Coffee House,cafe,40.7747988,-73.913727
The Sparrow Tavern,restaurant,40.772794,-73.9164181
L&B Spumoni Gardens,restaurant,40.702251,-73.9932479
Sala Thai,restaurant,40.780121,-73.9803132
Gari Columbus,restaurant,40.7811731,-73.976285
Arco Cafe,restaurant,40.7987331,-73.9672189
The Tang,restaurant,40.799962,-73.966315
New Kam Lai,restaurant,40.7988031,-73.9671681
Noche Mexicana,restaurant,40.7974215,-73.9681317
Tacqueria 86,restaurant,40.7929735,-73.9721553
Calaveras Corner,restaurant,40.8006621,-73.9657815
Plum,restaurant,40.7930112,-73.9722352
Bar Thalia,bar,40.7940856,-73.9728347
Kona Coffee and Company,cafe,40.7258624,-73.9898947
Dim Sum Palace,restaurant,40.7259382,-73.989838
Kissaki,restaurant,40.7253406,-73.9918998
Cozy Soup 'n' Burger,restaurant,40.7300458,-73.9930576
Grabenstein's Bagels,cafe,40.726927,-73.9957148
The GRID,restaurant,40.7279432,-73.9942997
The Bean,cafe,40.7256046,-73.98962
The Black Ant,restaurant,40.7257664,-73.9895015
Bronx Brewery,bar,40.7258666,-73.9894282
Ballato,restaurant,40.7245967,-73.9945106
