,_id,START_TIME,START_LAT,START_LNG,END_TIME,END_LAT,END_LNG,USER_ID,NAME,ADDRESS,TYPE
52,6be44167-5895-4444-9991-6205a8a58eec,2025-04-08T09:27:00,40.70211087611888,-74.01584220998345,2025-04-08 10:04:00,40.70259567106344,-74.01518945064772,user_7197,HUGH L CAREY,Manhattan,Tourist Attraction
58,a0a8367c-d888-460f-b63a-779acdda7620,2025-04-08T09:16:00,40.80083743607849,-73.92905172620442,2025-04-08 10:02:00,40.80063994232369,-73.92882722808886,user_8795,ROBERT F KENNEDY,Manhattan,Tourist Attraction
62,6f72022f-974f-4227-9602-392be4f52149,2025-04-08T10:53:00,40.87607478063343,-73.92437203526718,2025-04-08 12:38:00,40.875526659128354,-73.92395352783109,user_1503,HENRY HUDSON,Manhattan,Tourist Attraction
69,9ae52e8b-73e3-47da-a68c-80665b51bdea,2025-04-08T08:27:00,40.842360681960955,-73.93066638276323,2025-04-08 09:33:00,40.841831894217734,-73.93067758554876,user_9547,HIGH,Manhattan,Tourist Attraction
81,3aa4d43f-199e-4a05-9e48-f07beb6ffcd1,2025-04-08T10:19:00,40.77577539823907,-73.97178440451849,2025-04-08 11:41:00,40.77659995502093,-73.97230139845558,user_4949,CENTRAL PARK BOW BRIDGE,Manhattan,Tourist Attraction
82,b1a8e7f2-75f9-4727-9421-9e300d2abfcd,2025-04-08T10:39:00,40.811099151336094,-73.93351126691554,2025-04-08 12:00:00,40.81104525799431,-73.93403593194365,user_7936,METRO NORTH,Manhattan,Tourist Attraction
98,82c04a71-0c1b-4d72-985d-89dd9c7a1fa9,2025-04-08T09:33:00,40.85127859384622,-73.95054168791759,2025-04-08 11:12:00,40.85063071090393,-73.95097272639987,user_8317,GEORGE WASHINGTON,Manhattan,Tourist Attraction
102,102912df-87ef-4bdc-9e0a-7b63b9251feb,2025-04-08T06:11:00,40.783046726371474,-73.92950035145736,2025-04-08 08:00:00,40.783671503688176,-73.92934691355178,user_7597,WARDS ISLAND ANCHORAGE,Manhattan,Tourist Attraction
103,532ea617-ffbb-45aa-8b21-33c735ee1bbe,2025-04-08T10:41:00,40.78120729499119,-73.92811720244192,2025-04-08 11:55:00,40.78217569484938,-73.9281875703823,user_3534,WARDS ISLAND TOWER PEDESTAL,Manhattan,Tourist Attraction
104,786302d8-8871-4d68-a765-4f4c31ec3453,2025-04-08T08:24:00,40.7878460897682,-73.92842435832476,2025-04-08 10:20:00,40.78689813427322,-73.9289525327366,user_7947,RFK BR QUEENS PED AND BIKE PATH,Manhattan,Tourist Attraction
105,d7690f3d-e6a6-485c-84de-a9ef0e85b4ed,2025-04-08T07:12:00,40.79795621756978,-73.91953924628643,2025-04-08 08:54:00,40.79759145872868,-73.91957158601919,user_6010,RFK BRIDGE BRONX PED AND BIKE PATH,Manhattan,Tourist Attraction
109,80db5b09-38ec-4bda-bec2-8b561b6a7eda,2025-04-08T10:38:00,40.78264797336841,-73.92216558652913,2025-04-08 11:45:00,40.78206815256055,-73.92191013202286,user_8416,HELL GATE BRIDGE,Manhattan,Tourist Attraction
111,f7cc46bd-1e84-47e7-92df-1adadaef3c73,2025-04-08T08:03:00,40.8780028895429,-73.92589203152889,2025-04-08 09:40:00,40.87708254677385,-73.92580067959373,user_1789,AMTRAK,Manhattan,Tourist Attraction
114,73f2adb7-064d-4ef6-883c-9b9d86a4b8ee,2025-04-08T08:08:00,40.87646658243171,-73.924162427158,2025-04-08 08:47:00,40.87740234825303,-73.92410882176195,user_9371,HENRY HUDSON BRIDGE NB RB,Manhattan,Tourist Attraction
115,cbf22461-8d05-44ed-97dc-92ba132781f7,2025-04-08T06:49:00,40.8764871256308,-73.92413116209111,2025-04-08 08:32:00,40.87584607796143,-73.92444191764802,user_2052,HENRY HUDSON BRIDGE SB RB,Manhattan,Tourist Attraction
118,fc5d9b3f-308d-4bde-982f-34bb2256f051,2025-04-08T09:29:00,40.85124357437054,-73.95054354422797,2025-04-08 10:30:00,40.851403014517985,-73.95035853282297,user_1841,GEORGE WASHINGTON BR LOWER LEVEL,Manhattan,Tourist Attraction
119,788041c2-4f64-4780-808a-0bfc62c44801,2025-04-08T10:47:00,40.85123097024666,-73.95047951067171,2025-04-08 12:14:00,40.85127008918843,-73.9496361822212,user_9196,GEORGE WASHINGTON BR UPPER LEVEL,Manhattan,Tourist Attraction
120,986aec25-bba0-4d8b-b689-60360f386831,2025-04-08T07:40:00,40.75838361317761,-73.9580079079661,2025-04-08 09:37:00,40.75828007329029,-73.95720593900703,user_5928,ED KOCH QUEENSBORO BR UPPER RDWY,Manhattan,Tourist Attraction
121,b1f5a822-6017-45e0-a22d-be77a4e027a9,2025-04-08T09:28:00,40.75841793372376,-73.95808568715634,2025-04-08 11:13:00,40.75872322105319,-73.95804955765588,user_2471,ED KOCH QUEENSBORO BR LOWER RDWY,Manhattan,Tourist Attraction
128,f32cc2a7-2a4a-4f7c-ad2f-7ebb069be600,2025-04-08T06:11:00,40.758486812294365,-73.9580216105277,2025-04-08 06:48:00,40.75900645992539,-73.95804908858827,user_6395,KOCH BR PEDESTRIAN AND BIKE PATH,Manhattan,Tourist Attraction
130,83826123-5617-489d-92ab-9962470e85ed,2025-04-08T10:00:00,40.81958142887047,-73.93356569314234,2025-04-08 11:57:00,40.820566233200026,-73.93409284222639,user_1104,145 ST BRIDGE PED AND BIKE,Manhattan,Tourist Attraction
133,61823081-97cd-4e59-97e0-157c5ae9e83c,2025-04-08T07:45:00,40.80564228988079,-73.93454864454048,2025-04-08 08:25:00,40.80623303892313,-73.93411887536111,user_1796,3 AVE-E 128 STREET PED,Manhattan,Tourist Attraction
135,99aab4de-298b-4ad8-9c26-dca24b0c3bf4,2025-04-08T08:04:00,40.80738730455517,-73.933127752929,2025-04-08 09:31:00,40.80799314647132,-73.9338869164246,user_5099,3 AV BRIDGE PED AND BIKE,Manhattan,Tourist Attraction
136,b6068280-6304-470c-87da-349c83b88de5,2025-04-08T08:33:00,40.80748582906612,-73.93264383502428,2025-04-08 10:10:00,40.80687087286577,-73.93254872843556,user_5601,3,Manhattan,Tourist Attraction
138,77a6a2ff-4786-43c5-905e-d4e702be4b11,2025-04-08T10:57:00,40.7079895499975,-73.99925104558386,2025-04-08 12:55:00,40.70828261794377,-74.0000536509878,user_2201,BROOKLYN BRIDGE PEDESTRIAN,Manhattan,Tourist Attraction
142,e50d561e-6317-4015-8714-ba302a9fa9f7,2025-04-08T06:41:00,40.85942950137242,-73.92261177027989,2025-04-08 07:12:00,40.85845217074098,-73.92290750630144,user_5194,DYCKMAN HOUSES 10 AVE PED,Manhattan,Tourist Attraction
143,1b07e986-81bf-4811-813e-c27ec440a24c,2025-04-08T06:37:00,40.72125569962278,-73.97465434848654,2025-04-08 07:47:00,40.72173552948871,-73.97485707540925,user_2667,EAST    6 ST PED BR OVER FDR DRV,Manhattan,Tourist Attraction
144,9c5ede7e-1249-4b88-8527-f16e17fb722b,2025-04-08T06:04:00,40.85125895248109,-73.95062166945662,2025-04-08 07:47:00,40.85168260823104,-73.95041289831576,user_7717,GW BRIDGE BIKE AND PEDESTRIAN,Manhattan,Tourist Attraction
146,de8660ed-ce19-48f6-8236-b6b24dbde209,2025-04-08T08:55:00,40.82800203010812,-73.934275932126,2025-04-08 09:59:00,40.828617081563635,-73.93359686933849,user_5833,MACOMBS DAM BRIDGE PEDESTRIAN,Manhattan,Tourist Attraction
148,617095d9-c452-468e-8ea4-d71242a041c6,2025-04-08T09:49:00,40.81415212898964,-73.93382359070797,2025-04-08 11:02:00,40.81443132423857,-73.93286414197014,user_8788,MADISON AV BRDG PED & BIKE,Manhattan,Tourist Attraction
150,0976cd17-79eb-47de-b87b-8a88a5191760,2025-04-08T06:13:00,40.70964512806461,-73.99174378896677,2025-04-08 06:57:00,40.70954395413819,-73.99187195670034,user_2305,MANHATTAN BRIDGE BIKE PATH,Manhattan,Tourist Attraction
151,9c20172a-2ded-48e5-9bc4-f53b5b159a3a,2025-04-08T09:05:00,40.70959990882026,-73.99214581403187,2025-04-08 09:49:00,40.709367612579484,-73.99151261090243,user_9268,MANHATTAN BRIDGE PEDESTRIAN,Manhattan,Tourist Attraction
160,6f860256-379d-4f3a-9f59-ace884f336e9,2025-04-08T08:11:00,40.80091499526737,-73.92889625864403,2025-04-08 09:43:00,40.800821032999174,-73.92875572398131,user_3836,RFK BRIDGE PED AND BIKE,Manhattan,Tourist Attraction
161,c4942a5d-b484-49d1-86e8-039eed7769e9,2025-04-08T06:23:00,40.76374381841958,-73.94623816354101,2025-04-08 07:20:00,40.7646983382888,-73.94632902201329,user_5207,ROOSEVELT IS BR PED & BIKE,Manhattan,Tourist Attraction
167,31d19cdc-a122-45f5-b51c-19eeb2c62b0d,2025-04-08T09:34:00,40.862882465864615,-73.91536775251994,2025-04-08 11:02:00,40.86309201395189,-73.9161133103185,user_9653,UNIV HEIGHTS BR BIKE AND PED,Manhattan,Tourist Attraction
171,78fc0b8b-d038-4cd8-8f2a-2f27ce233e01,2025-04-08T08:52:00,40.84704169882364,-73.9281968358793,2025-04-08 10:44:00,40.84677536101068,-73.92748954941284,user_5052,WASHINGTON BR PED AND BIKE,Manhattan,Tourist Attraction
174,94252fcc-5d25-4e7c-bcff-d77c4ba5b97d,2025-04-08T08:05:00,40.71466267350947,-73.97583036119002,2025-04-08 08:57:00,40.71460240315523,-73.97504117122641,user_3593,WILLIAMSBURG BR BIKE AND PED,Manhattan,Tourist Attraction
176,403326e3-a201-4c73-bef8-219614dc4f54,2025-04-08T08:12:00,40.80316987794497,-73.92975595073926,2025-04-08 09:36:00,40.80398123888497,-73.92957918033375,user_3080,WILLIS AVENUE BRIDGE BIKE,Manhattan,Tourist Attraction
179,1955bfd1-614d-429e-8fd8-506b67e92654,2025-04-08T10:33:00,40.78895757034856,-73.98246961982039,2025-04-08 11:52:00,40.789510376331336,-73.98345175159382,user_5036,H HUDSON PKWY OVR RIVERSIDE PRK,Manhattan,Tourist Attraction
180,601f850a-37e3-41a3-ac31-4df4775fc3b0,2025-04-08T09:53:00,40.798186126897065,-73.97579761376278,2025-04-08 10:35:00,40.79819682866215,-73.97631489704251,user_2075,HHP SB OVER RAMP TO W   96 ST,Manhattan,Tourist Attraction
181,e874cd61-6be7-4457-aeee-6388cb311cac,2025-04-08T10:29:00,40.79604339994933,-73.97634007734891,2025-04-08 11:47:00,40.79651499813192,-73.97689799784555,user_4151,HHP NB OVER RAMP TO   96 ST,Manhattan,Tourist Attraction
182,2b0e0073-7663-4fad-b682-94f046ed9287,2025-04-08T08:35:00,40.79902913535916,-73.97493980841755,2025-04-08 10:15:00,40.79900280605225,-73.97437465839938,user_3269,HHP NB OVER RAMP FROM   96 ST,Manhattan,Tourist Attraction
183,f3fb8742-3a59-4db1-9f9d-d338ebd36571,2025-04-08T09:44:00,40.85218716976465,-73.9422593399454,2025-04-08 10:20:00,40.85184441650862,-73.94299667740565,user_4286,W 181 ST PED BRDGE OVER HHP NB,Manhattan,Tourist Attraction
184,6dd9b6e9-f323-4c1d-9f17-74c5afcacf38,2025-04-08T07:21:00,40.71114664104554,-73.9794093038636,2025-04-08 08:25:00,40.7108535732885,-73.97842684228019,user_6114,CORLEARS HOOK PARK OVERPASS,Manhattan,Tourist Attraction
185,d47b5030-164e-4209-9963-3194783c0856,2025-04-08T08:53:00,40.718810213636914,-73.97503616182371,2025-04-08 09:32:00,40.71818479226379,-73.97475671486839,user_7379,HOUSTON STREET OVER FDR DRIVE,Manhattan,Tourist Attraction
186,697028ef-4348-4bef-8b0a-df2fa5dc324e,2025-04-08T10:41:00,40.73706605321987,-73.97467227012821,2025-04-08 11:11:00,40.736968866473944,-73.97544903670425,user_4469,EAST 25 ST PED BRDGE OVER FDR DR,Manhattan,Tourist Attraction
187,e2adc847-144e-4828-828f-ac86f4bcfd04,2025-04-08T09:10:00,40.753508734087596,-73.96338119976281,2025-04-08 09:46:00,40.75340811179066,-73.96251331719041,user_5243,EAST 51 ST PED BRDGE OVER FDR DR,Manhattan,Tourist Attraction
188,22121ff4-c814-458b-bfd8-f610d66ab704,2025-04-08T10:01:00,40.76107411042474,-73.95583903638837,2025-04-08 11:47:00,40.76155979929365,-73.95504207294948,user_1650,EAST 64 ST PED BRDGE OVER FDR DR,Manhattan,Tourist Attraction
189,294c6680-c2a0-41ae-9e55-afffe889e34b,2025-04-08T10:28:00,40.765262366786935,-73.95198707143001,2025-04-08 11:09:00,40.76524357861993,-73.95255784388851,user_7798,EAST 71 ST PED BRDGE OVER FDR DR,Manhattan,Tourist Attraction
190,46f157af-703a-4720-9e48-c7348f4752e3,2025-04-08T10:31:00,40.7695425260006,-73.94831284914379,2025-04-08 11:13:00,40.768978034698684,-73.94895199808555,user_1128,EAST 78 ST PED BRDGE OVER FDR DR,Manhattan,Tourist Attraction
191,0ce06198-1758-41bb-92da-d8e90dc04740,2025-04-08T09:26:00,40.771909959440094,-73.94586892313326,2025-04-08 11:25:00,40.77183574713432,-73.94543302510662,user_9191,PRMND OV FDR BT E 81 E 90TH ST,Manhattan,Tourist Attraction
192,ee228ff6-0aa1-426c-a17a-ae8572ca639e,2025-04-08T09:11:00,40.78633802968202,-73.9390646723495,2025-04-08 09:54:00,40.78537598650599,-73.93965929818076,user_4026,EAST 103 ST PED BRDG OVER FDR DR,Manhattan,Tourist Attraction
193,6029de67-c45a-4403-9ed3-491226546d79,2025-04-08T09:46:00,40.79699996654381,-73.92929637316843,2025-04-08 10:34:00,40.796411608070926,-73.92992473847806,user_5334,EAST 120 ST PED BRDG OVER FDR DR,Manhattan,Tourist Attraction
194,f041bd9a-c79c-4f42-b462-e24cc8203f49,2025-04-08T09:42:00,40.72424708531616,-73.97321844913552,2025-04-08 11:26:00,40.72514667075991,-73.97419054986236,user_7181,10 STREET PEDESTRIAN,Manhattan,Tourist Attraction
195,23e558dc-8349-4089-b24e-c9f407c905c2,2025-04-08T09:47:00,40.75903627036983,-73.9586508194836,2025-04-08 11:11:00,40.7592358445942,-73.95952832736009,user_4074,EAST   60 ST OVER FDR DRIVE,Manhattan,Tourist Attraction
196,f8970471-a540-4b48-8a82-58ed756ac5b1,2025-04-08T09:07:00,40.803186078917186,-73.93046745777006,2025-04-08 10:21:00,40.80279088784189,-73.93044352091272,user_7490,HRD OV E 127 ST RMP TO/FR HRD NB,Manhattan,Tourist Attraction
197,cddb5ab6-6292-4a3a-ba64-711433071535,2025-04-08T08:23:00,40.70666003999598,-73.99020718991814,2025-04-08 09:43:00,40.70617510667391,-73.99056616968286,user_6462,MANHATTAN BRIDGE LOWER LEVEL,Manhattan,Tourist Attraction
198,d50f0e6a-f41e-42be-b2b5-ffe8152d094f,2025-04-08T07:06:00,40.706362050102875,-73.99015938948921,2025-04-08 08:16:00,40.70706979320105,-73.99002444439787,user_9535,MANHATTAN BRIDGE UPPER LEVEL,Manhattan,Tourist Attraction
199,00ec4a0d-77c6-48fd-815b-70d69c01a2be,2025-04-08T09:29:00,40.75661779985293,-73.95416958994653,2025-04-08 11:22:00,40.757083982332475,-73.95334596475138,user_3420,ED KOCH QUEENSBORO BRG LOWER LVL,Manhattan,Tourist Attraction
200,cf709e19-e319-4a38-b9e2-8003477b4cd2,2025-04-08T07:54:00,40.7567170303991,-73.9539018697039,2025-04-08 09:38:00,40.75752632837463,-73.95372971463712,user_9675,ED KOCH QUEENSBORO BRG UPPER LVL,Manhattan,Tourist Attraction
201,259bf931-4544-46a9-ace7-7a71d65097f7,2025-04-08T07:00:00,40.87397452529884,-73.91062127206371,2025-04-08 08:45:00,40.87300260478612,-73.91067301659733,user_8017,BWAY BR OVR HARLEM RIV VEHICULAR,Manhattan,Tourist Attraction
202,13774948-d58c-4921-a714-470993177ac3,2025-04-08T10:24:00,40.786051012439366,-73.93707089592537,2025-04-08 11:01:00,40.785385725404915,-73.93684097286408,user_8668,WARDS ISLD PED BR OVR HARLEM RIV,Manhattan,Tourist Attraction
203,8a63d885-32e4-4d9d-83e6-4e531f55c7a6,2025-04-08T06:00:00,40.75483425993251,-74.00268009957013,2025-04-08 07:01:00,40.75535274601974,-74.00191130004923,user_6443,11 AVE VIADUCT OV LIRR W SD YD,Manhattan,Tourist Attraction
204,d1e1c058-f796-4702-b3eb-3d6a6fd83a78,2025-04-08T06:11:00,40.860856610327,-73.93248182014078,2025-04-08 07:47:00,40.85996114364315,-73.93250064456534,user_9202,MARGT CRBN DR OV PED PTH NR CAFE,Manhattan,Tourist Attraction
205,afec443e-e754-46c1-84b9-2333ad9f98fb,2025-04-08T06:39:00,40.862599130042945,-73.93295648010997,2025-04-08 08:26:00,40.86328461642375,-73.93271546824546,user_9245,MARGRTCRBN DR OV PDPTH NR N ENTR,Manhattan,Tourist Attraction
206,6df063a5-31d7-497b-93af-52df88606c66,2025-04-08T08:47:00,40.75712695239721,-73.99924269943536,2025-04-08 09:34:00,40.757836664496594,-73.99878968738011,user_4094,W 37 ST OV AMTRAK 30 ST BRANCH,Manhattan,Tourist Attraction
207,f9a925b1-e6d2-47f7-9a39-cc7dbf1b9784,2025-04-08T06:56:00,40.757606278717084,-73.998477790556,2025-04-08 08:46:00,40.75778893678075,-73.99840411699638,user_7640,W 38 ST OV AMTRAK 30 ST BRANCH,Manhattan,Tourist Attraction
208,bbfd8aee-7de0-4cab-a20c-376bd58c1f0b,2025-04-08T08:34:00,40.758198896546354,-73.99801212807859,2025-04-08 09:45:00,40.758002146085666,-73.99899802607473,user_6764,W 39 ST OV AMTRAK 30 ST BRANCH,Manhattan,Tourist Attraction
209,b2dddd7a-d8a4-4dd8-a3b4-804851cbdb4c,2025-04-08T09:33:00,40.760569487303485,-73.99560802875834,2025-04-08 10:38:00,40.76039350835183,-73.99517884402648,user_5753,WEST   43 ST OVER AMTRAK   30 ST,Manhattan,Tourist Attraction
210,758f8586-c1ef-4b2e-9cf4-31008814b4ec,2025-04-08T10:21:00,40.76245770301794,-73.99428965785634,2025-04-08 11:18:00,40.76161113830493,-73.99356428809577,user_3417,W 46 ST OV AMTRAK 30 ST BRANCH,Manhattan,Tourist Attraction
211,744aa6ab-7a23-40a9-90ae-22bc0d8a351f,2025-04-08T10:24:00,40.76306697068556,-73.99379367855823,2025-04-08 10:57:00,40.763381338865265,-73.99326420241803,user_1251,W 47 ST OV AMTRAK 30 ST BRANCH,Manhattan,Tourist Attraction
212,3ab48064-f222-445e-b31f-d381a148bb98,2025-04-08T09:45:00,40.76375019943864,-73.9934931005229,2025-04-08 11:35:00,40.76285988859977,-73.99330810022592,user_2136,W 48 ST OV AMTRAK 30 ST BRANCH,Manhattan,Tourist Attraction
213,99b1185f-eba4-4e81-bc60-152ee8a7fe75,2025-04-08T08:41:00,40.76433171230403,-73.99293762041201,2025-04-08 10:24:00,40.76389706107094,-73.9934598764583,user_2767,W 49 ST OV AMTRAK 30 ST BRANCH,Manhattan,Tourist Attraction
214,1bd0a6e4-e3ba-41e0-979a-231e445bd386,2025-04-08T07:38:00,40.765576833109854,-73.99194903920325,2025-04-08 09:25:00,40.764950519375375,-73.99181954165947,user_2564,W 51 ST OV AMTRAK 30 ST BRANCH,Manhattan,Tourist Attraction
215,5c375a79-a279-4969-8d0a-00b5ea2cca46,2025-04-08T06:20:00,40.766276675713364,-73.99170917927343,2025-04-08 07:05:00,40.76654375492027,-73.99192173853059,user_5442,W 52 ST OV AMTRAK 30 ST BRANCH,Manhattan,Tourist Attraction
216,e8602b9e-76e4-40ed-aaa7-0b3f07db6907,2025-04-08T09:28:00,40.76692712900952,-73.99127268715677,2025-04-08 10:19:00,40.7674531841313,-73.99104912874498,user_3154,W 53 ST OV AMTRAK 30 ST BRANCH,Manhattan,Tourist Attraction
217,b3ecef13-4004-458b-bd21-dbdab4bdb747,2025-04-08T08:21:00,40.77085943508664,-73.99062842820379,2025-04-08 10:12:00,40.771503079235515,-73.99043143872096,user_4891,W 58 ST OV AMTRAK 30 ST BRANCH,Manhattan,Tourist Attraction
218,4bc4d3b9-eafe-49ca-9182-8eec57f81d78,2025-04-08T06:56:00,40.771250110203546,-73.99067492957354,2025-04-08 07:56:00,40.770709437819896,-73.99101830663894,user_3404,11 AV BR OV AMTRK   30 ST BRCH,Manhattan,Tourist Attraction
219,257b2b6d-4364-448a-8d72-7be65340aa04,2025-04-08T07:06:00,40.759924566816274,-73.99616973998958,2025-04-08 08:09:00,40.759307774791665,-73.99616877789812,user_6630,W 42 ST OV AMTRAK 30 ST BRANCH,Manhattan,Tourist Attraction
220,2b8e786d-7564-4702-8cc6-cdefda2f547a,2025-04-08T07:52:00,40.829220520333855,-73.9510965599298,2025-04-08 09:03:00,40.8295537624932,-73.95198380054313,user_9923,148 STREET PEDESTRIAN,Manhattan,Tourist Attraction
221,84a64ac1-4ec4-4b38-90d4-4dc9f8319222,2025-04-08T07:51:00,40.83646410997056,-73.94866862968297,2025-04-08 08:34:00,40.836276034217505,-73.94896779774881,user_9147,W 158 ST OV AMTRAK 30 ST BRNCH,Manhattan,Tourist Attraction
222,81c48ada-8834-4b8d-83ee-df61d3c8ebb5,2025-04-08T06:25:00,40.84714351830459,-73.94599125830572,2025-04-08 07:20:00,40.84621012871488,-73.94592890194406,user_8750,WEST 173 STREET PEDESTRIAN,Manhattan,Tourist Attraction
223,09a4bc2e-4372-490c-84dd-3af1d03d48c0,2025-04-08T10:40:00,40.868987960024064,-73.93144802997907,2025-04-08 12:38:00,40.86932075528296,-73.93201780530329,user_2714,INWOOD HILL PARK AMTRAK,Manhattan,Tourist Attraction
224,1691b6a2-5088-4ca2-b4d8-d65a8a74a51b,2025-04-08T07:04:00,40.787269199997276,-73.95205544977,2025-04-08 08:56:00,40.78649503017482,-73.95130791479731,user_9885,EAST   97 ST OVER METRO N RAILRD,Manhattan,Tourist Attraction
225,44bb3638-5c5d-4396-b65e-4ab51be0de44,2025-04-08T09:51:00,40.76495617997425,-73.99245975082489,2025-04-08 10:38:00,40.763976187390845,-73.99343365730368,user_2146,W 50 ST OV AMTRAK 30 ST BRANCH,Manhattan,Tourist Attraction
226,b9adfaf4-b255-4763-9ce4-bf35c2cf9dea,2025-04-08T07:12:00,40.7676419198029,-73.99104464417019,2025-04-08 08:56:00,40.767190398884786,-73.99061196809767,user_4272,W 54 ST OV AMTRAK 30 ST BRANCH,Manhattan,Tourist Attraction
227,4ffcc98d-e17c-424d-9c1b-b00df0a6678b,2025-04-08T09:06:00,40.76839902033439,-73.99091787004812,2025-04-08 09:56:00,40.76864280171479,-73.9912883890841,user_2637,W 55 ST OV AMTRAK 30 ST BRANCH,Manhattan,Tourist Attraction
228,1fc43fd0-da89-4a04-8e64-4ebdcc2c1aaa,2025-04-08T08:03:00,40.76919266724932,-73.99086119997575,2025-04-08 09:41:00,40.76921198906981,-73.98991665307035,user_1790,W 56 ST OV AMTRAK 30 ST BRANCH,Manhattan,Tourist Attraction
229,a5241c9c-eb31-4cd5-8917-76c844b9d65c,2025-04-08T07:02:00,40.771641492886204,-73.97760516127056,2025-04-08 07:32:00,40.77111624489832,-73.97790897190119,user_1263,BRIDLE PTH W OV  65 TRNVS EB EN,Manhattan,Tourist Attraction
230,a5be1993-5590-4642-a179-35bd8393a9ca,2025-04-08T09:02:00,40.75871359935768,-73.99733636948272,2025-04-08 10:27:00,40.7591693790152,-73.99770399185284,user_1139,W 40 ST OV AMTRAK 30 ST BRCH,Manhattan,Tourist Attraction
231,be3ba584-62f0-4ec7-a075-032076b46654,2025-04-08T10:39:00,40.75427006996115,-73.97676336991204,2025-04-08 11:57:00,40.753457051083544,-73.97590739515304,user_8806,PARK AVENUE SB OVER E   45 ST,Manhattan,Tourist Attraction
232,f57c34d1-17ea-43a9-84ed-e9305147c969,2025-04-08T09:28:00,40.75381293992813,-73.97574765972983,2025-04-08 10:05:00,40.75330965349333,-73.97526341750174,user_5505,PARK AVENUE NB OVER E   45 ST,Manhattan,Tourist Attraction
233,d039029c-51cf-4b7e-a455-2b7aab2ee404,2025-04-08T07:10:00,40.76927039754482,-73.9799447183113,2025-04-08 07:50:00,40.76958303671362,-73.98064083215121,user_1604,W DRV OVER PED BTWN   61   62 ST,Manhattan,Tourist Attraction
