station_id,metro_500m,bus_500m,Parks_500m,Libraries_500m,Colleges_500m,Attractions_500m,Athletics_500m,Supermarkets and Convenience Stores_500m,Malls and Shopping Centers_500m,"Restaurants, Cafes, and Bars_500m",Retail Stores_500m,hospitals_500m,residential_500m,civic_buildings_500m,event_venues_500m,start_lat,start_lng
5096.12,3,14,8,0,0,84,7,6,0,49,5,1,0,1,0,40.7075188830923,-74.00108054280280
5099.02,8,0,0,0,0,0,0,6,0,25,3,0,0,0,1,40.71019,-73.93734
5099.03,8,10,0,0,0,0,0,4,0,31,6,0,0,1,1,40.707174,-73.93581
5105.01,100,42,3,0,0,97,0,25,0,167,22,7,0,0,0,40.70905623,-74.01043382
5105.09,92,49,4,0,1,93,0,24,0,184,25,7,0,1,0,40.70858894,-74.00935482
5108.01,5,30,0,0,0,0,0,12,0,51,4,3,0,0,2,40.70870368,-73.9448625
5114.06,30,31,2,0,0,68,1,12,0,42,0,2,0,0,0,40.70834698,-74.01713445
5114.08,39,29,1,0,0,67,1,11,0,44,10,1,0,0,0,40.709957,-74.016538
5117.05,12,30,0,0,0,0,0,15,0,48,3,0,0,3,2,40.70877084,-73.95095259
5125.03,9,28,0,0,0,0,0,10,0,81,8,4,0,4,0,40.710451,-73.960876
5125.07,9,29,0,0,0,0,0,10,0,51,4,4,0,4,0,40.70924826276160,-73.96063148975370
5128.04,0,27,10,1,0,89,21,17,0,92,5,1,0,2,0,40.71117444,-73.99682619
5134.09,0,12,0,0,0,0,0,4,0,38,0,2,0,0,0,40.710888,-73.968329
5137.1,78,52,6,1,1,99,0,16,0,110,19,6,0,3,0,40.71146364,-74.00552427
5137.11,78,53,5,1,1,107,0,16,0,145,24,4,0,3,0,40.70960089363540,-74.00655090808870
5137.12,43,34,8,1,1,101,6,13,0,96,11,3,0,3,0,40.71069995,-74.00354147
5140.06,8,21,0,0,0,0,0,12,0,38,2,1,0,0,2,40.709897,-73.94008
5145.02,84,37,1,0,0,100,1,20,0,106,22,4,0,0,0,40.709267,-74.013247
5148.03,7,34,0,0,0,0,0,19,0,76,5,1,0,0,3,40.7103685423523,-73.94705951213840
5156.05,15,30,0,0,0,0,0,16,0,40,3,1,0,1,1,40.70934,-73.95608
5159.04,5,25,11,2,0,84,23,20,0,83,15,0,0,4,1,40.71173107,-73.99193043
5159.07,4,16,9,0,0,66,17,15,0,34,1,0,0,1,0,40.70991806921530,-73.99161100387570
5164.05,0,18,0,0,0,0,0,8,0,54,1,4,0,4,0,40.71036129922580,-73.96530389785770
5167.06,13,25,13,1,1,109,26,12,0,88,1,1,0,3,0,40.71117416,-74.00016545
5170.01,1,9,0,0,0,0,0,4,0,13,1,0,0,0,1,40.710681,-73.93372
5175.08,109,53,2,1,2,97,0,16,0,138,20,8,0,0,0,40.711066,-74.009447
5178.06,11,30,0,0,0,0,0,21,0,70,5,1,0,0,2,40.711863,-73.944024
5181.04,0,13,10,0,0,72,50,5,0,7,0,0,0,0,0,40.71219906,-73.97948148
5184.08,51,33,1,0,2,78,1,10,0,55,13,0,0,0,0,40.711444,-74.014847
5187.03,10,29,0,0,0,0,0,16,0,89,8,0,0,0,3,40.71167351,-73.95141312
5190.07,5,30,8,1,0,99,27,13,0,60,10,0,0,2,2,40.71269042,-73.98776323
5190.09,5,20,10,1,0,97,37,8,0,24,0,0,0,2,2,40.711471394469300,-73.98672603070740
5195.06,9,28,0,0,0,0,0,10,0,85,8,4,0,4,1,40.710709,-73.959724
5198.04,4,26,9,1,0,76,20,18,0,61,6,0,0,0,0,40.71076228,-73.99400398
5204.05,0,13,0,0,0,0,0,9,0,82,5,2,0,2,0,40.71285887,-73.96590294
5207.01,67,50,7,1,1,92,12,17,0,97,8,5,0,5,1,40.71273266,-74.0046073
5210.01,10,20,0,0,0,0,0,14,0,27,2,1,0,2,1,40.71323,-73.93894
5216.04,86,53,3,1,3,81,3,15,0,128,22,8,0,0,0,40.71291224,-74.01020234
5216.06,89,55,2,1,3,89,0,14,0,128,21,8,0,0,0,40.71221958009050,-74.01047229766850
5216.07,74,59,2,1,2,89,1,14,0,121,21,7,0,0,0,40.71254669463550,-74.01113051087520
5219.05,19,30,0,0,0,0,0,24,0,92,5,1,0,1,2,40.713532,-73.9459867
5230.02,5,32,8,1,0,103,24,23,0,94,20,0,0,4,1,40.71332151208190,-73.99009689688680
5235.05,0,25,0,0,0,0,0,13,0,104,9,3,0,3,0,40.71260486,-73.96264403
5235.1,2,25,0,0,0,0,0,13,0,115,15,3,0,3,1,40.712628,-73.960575
5238.05,6,26,12,1,0,103,31,24,0,137,6,2,0,7,0,40.71307916,-73.99851193
5241.02,0,6,0,0,0,0,0,4,0,4,0,0,0,2,1,40.71429,-73.93323
5247.1,50,47,4,1,1,86,12,8,0,88,7,7,0,6,2,40.71450451,-74.00562789
5250.05,10,21,0,0,0,0,0,19,0,45,2,1,0,2,1,40.71247661,-73.94100005
5259.06,15,35,0,0,0,0,0,25,0,100,8,1,0,0,3,40.71335226222880,-73.9491033554077
5262.09,5,22,15,1,0,109,49,14,0,32,1,1,0,5,2,40.713126,-73.984844
5267.08,12,27,0,0,0,0,0,9,0,102,19,2,0,3,1,40.71286844,-73.95698119
5267.09,9,13,0,0,0,0,0,15,0,133,32,4,0,3,1,40.71469,-73.95739
5270.05,9,42,9,2,0,97,30,30,0,193,25,3,0,7,1,40.71406667,-73.99293911
5270.07,12,41,9,1,0,91,25,45,0,293,37,3,0,5,2,40.7158155,-73.99422366
5270.09,5,37,12,1,0,97,27,28,0,179,16,2,0,5,0,40.71310702305910,-73.99446353316310
5276.04,0,10,0,0,0,0,0,7,0,68,3,1,0,2,0,40.714731,-73.966612
5279.03,38,37,6,1,1,88,13,21,0,149,5,7,0,9,2,40.71494807,-74.00234482
5282.02,2,9,0,0,0,0,0,5,0,6,0,0,0,1,1,40.713811,-73.93515
5288.08,91,53,4,1,3,86,3,15,0,122,23,8,0,2,1,40.71334184275910,-74.00935515761380
5288.09,68,49,5,1,3,76,3,8,0,95,22,7,0,2,1,40.71473993,-74.00910627
5288.12,54,48,4,1,3,78,3,8,0,93,20,6,0,1,1,40.71485150526250,-74.01122331619260
5291.05,13,30,0,0,0,0,0,22,0,76,5,1,0,2,2,40.715143,-73.944507
5294.04,0,18,11,0,0,113,49,7,0,9,0,0,0,3,1,40.714211,-73.981095
5297.02,4,9,3,0,2,56,8,3,0,19,0,0,0,0,0,40.7153379,-74.01658354
5300.05,12,25,0,0,0,0,0,11,0,102,8,0,0,0,3,40.71413311,-73.95234386
5300.06,13,19,0,0,0,0,0,10,0,80,6,0,0,2,3,40.7160751,-73.952029
5303.06,13,37,10,1,0,93,38,22,0,149,29,2,0,5,3,40.71559509,-73.9870295
5303.08,8,37,7,1,0,93,29,24,0,135,26,1,0,5,2,40.71427487,-73.98990025
5308.04,7,12,0,0,0,0,0,19,0,145,33,4,0,2,2,40.71534825,-73.96024116
5311.08,1,33,10,1,0,96,41,36,0,207,13,4,0,8,0,40.71419,-73.99673
5323.06,8,14,0,0,0,0,0,13,0,25,1,0,0,2,1,40.71534162042450,-73.93865078687670
5326.06,0,6,7,1,0,97,47,1,0,2,0,0,0,0,0,40.71782143,-73.97628939
5329.03,7,16,4,0,3,52,7,1,0,64,8,4,0,1,0,40.71754834,-74.01322069
5329.08,44,36,4,1,3,77,7,7,0,90,18,6,0,1,0,40.71503,-74.01246
5332.1,13,25,0,0,0,0,0,16,0,69,5,0,0,2,2,40.71638031973560,-73.94821286201480
5335.03,3,19,11,1,0,108,40,18,0,51,1,2,0,3,1,40.71622644,-73.98261206
5335.07,6,24,12,1,0,117,44,16,0,65,2,2,0,5,3,40.71511871996500,-73.98417055606840
5340.01,7,16,0,0,0,0,0,16,0,130,36,3,0,0,3,40.716967,-73.956388
5343.1,20,43,6,2,0,84,18,37,0,217,43,3,0,6,3,40.71606,-73.99191
5343.11,19,32,5,1,0,80,17,30,0,233,55,3,0,6,6,40.717318403855800,-73.99067759513860
5348.02,4,11,0,0,0,1,0,12,0,101,31,4,0,2,1,40.716887,-73.963198
5351.03,25,29,8,1,0,79,20,27,0,201,21,6,0,9,1,40.71602118,-73.99974372
5351.07,24,27,6,0,0,70,21,30,0,238,35,6,0,8,2,40.717411,-73.999573
5354.01,0,9,0,0,0,0,0,7,0,7,0,0,0,2,0,40.716657,-73.93637
5359.1,41,43,3,1,3,68,3,7,0,107,12,6,0,2,1,40.71625008,-74.0091059
5359.11,54,29,5,1,0,57,0,13,0,128,27,7,0,6,2,40.717571,-74.005549
5359.12,36,38,5,1,3,59,3,6,0,108,12,6,0,2,1,40.71703,-74.00925
5359.13,52,39,6,1,1,66,3,10,0,120,14,7,0,6,2,40.71688538495370,-74.00650128722190
5362.08,5,17,0,0,0,0,0,12,0,38,1,0,0,2,0,40.71773,-73.94051
5365.02,0,19,15,1,0,119,66,12,0,31,1,2,0,3,1,40.71739973,-73.98016555
5368.03,0,12,3,0,3,40,7,1,0,22,3,0,0,0,0,40.71759894981000,-74.01587963104250
5371.07,7,24,0,0,0,0,0,13,0,66,2,0,0,2,2,40.71766197083990,-73.94880026578900
5374.01,15,30,9,1,0,76,24,30,0,202,42,2,0,8,5,40.7172274,-73.98802084
5379.09,7,12,0,0,0,0,0,19,0,98,32,3,0,0,1,40.7190095,-73.95852515
5379.1,7,15,0,0,0,0,0,20,0,133,36,3,0,0,1,40.71745169,-73.95850939
5382.06,29,19,5,0,0,76,15,37,0,306,75,7,0,9,3,40.718822,-73.99596
5382.07,16,36,5,0,0,83,21,34,0,313,66,4,0,7,4,40.71779817737840,-73.99316132068630
5388.01,0,8,0,0,0,1,0,7,0,54,4,1,0,0,1,40.716425,-73.96594
5391.06,36,17,7,0,0,49,2,22,0,157,74,3,0,7,2,40.71939226,-74.00247214
5400.05,29,23,7,0,2,51,3,10,0,109,11,6,0,2,1,40.71870987,-74.0090009
5403.04,6,27,0,0,0,0,0,16,0,54,2,0,0,4,0,40.7169811,-73.94485918
5403.05,0,16,0,0,0,0,0,12,0,41,2,0,0,3,0,40.71929301,-73.94500379
5406.02,8,22,19,1,0,92,29,23,0,115,7,4,0,3,4,40.71850211,-73.98329859
5406.04,3,16,21,1,0,116,38,18,0,71,1,4,0,3,3,40.71926081,-73.98178024
5411.08,7,12,0,0,0,0,0,16,0,112,31,2,0,0,1,40.71816969454210,-73.95520135760310
5414.06,20,27,10,0,0,79,24,34,0,272,69,3,0,1,7,40.72019576,-73.98997825
5414.07,19,27,5,0,0,84,25,32,0,292,84,3,0,3,6,40.719383,-73.991479
5419.04,7,10,0,0,0,1,0,19,0,114,34,3,0,0,1,40.718389,-73.961501
5422.04,29,16,6,0,0,58,12,30,0,258,80,7,0,8,3,40.71910537,-73.99973337
5422.09,37,16,4,0,0,50,2,32,0,240,135,5,0,5,3,40.72028,-73.99879
5430.08,40,24,6,0,2,44,1,11,0,118,28,6,0,3,2,40.71911552,-74.00666661
5430.1,37,17,6,0,1,40,1,14,0,122,52,2,0,4,2,40.7197920901383,-74.0052238852195
5433.03,0,18,0,0,0,0,0,11,0,36,1,0,0,2,0,40.71907891179560,-73.94223690032960
5433.04,0,13,0,0,0,0,0,5,0,22,1,0,0,2,0,40.71882,-73.93948
5436.09,0,13,24,1,0,148,36,18,0,30,0,1,0,2,0,40.72082834,-73.97793172
5436.11,0,13,21,1,0,136,36,14,0,34,0,1,0,1,1,40.71978635452820,-73.97871628403660
5442.05,0,16,0,0,0,0,0,6,0,43,4,0,0,2,1,40.71915571696040,-73.94885390996930
5442.09,5,21,0,0,0,0,0,14,0,66,7,0,0,2,1,40.72084,-73.94844
5445.02,10,25,22,1,0,101,24,30,0,200,25,4,0,3,5,40.72066442,-73.98517977
5445.07,11,26,17,0,0,103,25,30,0,218,30,3,0,3,5,40.720747,-73.986274
5450.01,7,12,0,0,0,0,0,13,0,89,30,2,0,0,2,40.720253,-73.957082
5450.04,11,18,0,0,0,0,0,16,0,97,19,2,0,0,1,40.72079821,-73.95484712
5453.01,25,28,10,1,1,81,21,36,0,306,88,3,0,1,9,40.72110063,-73.9919254
5453.05,16,26,5,0,0,80,21,33,0,308,84,3,0,4,5,40.71893904,-73.99266288
5453.06,21,22,6,1,1,76,20,27,0,268,113,5,0,2,3,40.72054,-73.9949
5458.02,0,6,0,0,0,2,0,9,0,45,17,0,0,0,1,40.719876,-73.963865
5470.1,17,9,8,0,2,41,2,4,0,61,10,0,0,2,0,40.721319,-74.010065
5470.12,19,12,7,0,2,46,4,3,0,70,11,2,0,2,0,40.72019521437470,-74.0103006362915
5470.13,23,14,7,0,2,48,4,5,0,99,14,3,0,2,1,40.719887998,-74.0086269379
5473.03,1,21,0,0,0,0,0,13,0,51,5,0,0,2,0,40.72158,-73.94546
5473.06,0,16,0,0,0,0,0,9,0,29,1,0,0,0,0,40.721226,-73.941845
5476.03,0,19,29,1,0,141,26,24,0,83,1,2,0,1,2,40.7208736,-73.98085795
5481.04,7,23,0,0,0,0,0,14,0,67,7,0,0,2,1,40.72179134,-73.9504154
5484.09,16,31,13,0,0,81,16,31,0,265,63,3,0,2,10,40.722055,-73.989111
5489.03,4,9,0,0,0,2,0,15,0,75,29,2,0,0,1,40.72036775298460,-73.96165072917940
5489.04,0,9,0,0,0,1,0,11,0,50,19,2,0,0,1,40.72248188638220,-73.95921930670740
5489.06,7,11,0,0,0,1,0,17,0,84,30,2,0,0,1,40.72054,-73.959
5492.05,41,21,5,1,1,51,6,19,0,200,178,5,0,1,7,40.722103786686000,-73.99724900722500
5500.02,50,17,7,0,1,36,6,16,0,152,122,2,0,3,2,40.72170005235610,-74.00238141417500
5500.07,29,17,5,0,1,35,6,10,0,102,71,0,0,1,2,40.72243797,-74.00566443
5503.01,0,14,0,0,0,0,0,5,0,14,0,0,0,0,0,40.72226,-73.93889
5506.1,0,19,22,0,0,115,17,10,0,21,0,1,0,4,0,40.72368361,-73.97574813
5506.14,0,19,27,1,0,131,31,10,0,23,0,1,0,2,0,40.72228087,-73.97668709
5509.02,15,10,5,0,2,38,1,5,0,41,5,0,0,1,0,40.72231,-74.0106
5515.02,2,26,29,1,0,106,20,31,0,195,13,3,0,2,6,40.72217444,-73.98368779
5515.08,0,31,35,2,0,113,28,28,0,181,3,2,0,3,5,40.72334683218020,-73.98265913128850
5520.09,7,21,0,0,0,0,0,9,0,68,8,0,0,1,0,40.724055,-73.955736
5523.02,29,28,10,1,1,87,17,34,0,289,91,3,0,2,11,40.72229346,-73.99147535
5532.01,32,22,6,1,1,40,6,14,0,198,168,1,0,2,2,40.72362738,-73.99949601
5539.06,17,12,5,0,2,42,1,9,0,93,26,0,0,1,1,40.72185379,-74.00771779
5542.04,0,21,0,0,0,0,0,15,0,37,2,0,0,0,0,40.72325,-73.94308
5545.01,0,29,38,2,0,133,13,17,0,94,0,1,0,5,3,40.72412944090090,-73.97901266813280
5545.04,0,30,36,2,0,129,24,20,0,95,0,2,0,5,4,40.72299208,-73.97995466
5550.05,7,24,0,0,0,0,0,14,0,67,10,0,0,1,0,40.72311651,-73.95212324
5550.09,7,23,0,0,0,0,0,19,0,71,8,0,0,1,0,40.7239567849954,-73.94984364509580
5553.03,5,31,15,1,1,92,16,37,0,313,45,2,0,1,13,40.72467721,-73.98783413
5553.1,6,26,26,0,0,94,22,35,0,276,26,1,0,2,7,40.72307749068670,-73.98583620786670
5558.04,0,12,0,0,0,0,0,11,0,57,10,0,0,0,0,40.722767,-73.957021
5561.04,33,26,7,1,1,71,12,16,0,212,131,4,0,2,9,40.72317958,-73.99480012
5561.06,28,24,7,1,1,55,8,15,0,181,147,4,0,1,7,40.72456089,-73.99565293
5569.06,29,24,8,0,1,51,8,12,0,169,119,0,0,1,4,40.72494672359420,-74.00165855884550
5569.07,32,18,8,0,1,39,6,12,0,119,121,0,0,1,2,40.72323,-74.00314
5572.07,0,10,0,0,0,0,0,3,0,5,0,0,0,0,0,40.72532,-73.9368
5575.08,0,16,18,0,0,82,15,8,0,22,0,0,0,4,0,40.72580614,-73.97422494
5575.13,0,19,22,0,0,98,15,8,0,24,0,0,0,5,0,40.72506551015480,-73.97515833377840
5578.02,9,9,4,0,1,39,1,5,0,38,3,0,0,1,1,40.72405549,-74.00965965
5581.01,0,11,0,0,0,0,0,16,0,31,2,0,0,0,0,40.72557,-73.94434
5584.04,0,35,37,1,0,114,13,26,0,172,7,2,0,5,6,40.72453734,-73.98185424
5584.05,0,36,38,1,0,121,14,28,0,174,7,1,0,5,6,40.7251285241158,-73.98131668567660
5593.01,6,32,11,0,0,83,16,34,0,280,55,3,0,2,12,40.72335597960800,-73.98864984512330
5593.02,20,28,10,2,2,96,13,29,0,263,79,3,0,1,11,40.72502876,-73.99069656
5593.04,19,37,11,1,1,108,12,32,0,289,55,4,0,1,16,40.7262807,-73.98978041
5602.06,29,21,9,1,1,55,8,14,0,204,146,3,0,1,6,40.72511734422390,-73.99930492043500
5610.09,24,15,8,0,1,44,7,12,0,109,88,0,0,1,2,40.72431,-74.00473
5613.04,0,12,0,0,0,0,0,13,0,24,1,0,0,0,0,40.72577,-73.94173
5616.01,0,29,32,1,0,122,16,13,0,59,1,1,0,5,0,40.72521311,-73.97768752
5616.08,3,25,23,1,0,94,18,12,0,60,2,0,0,5,0,40.727243,-73.976831
5623.03,7,23,0,0,0,0,0,22,0,70,7,0,0,0,0,40.724812564400200,-73.94752621650700
5626.06,3,36,24,1,0,102,18,35,0,271,16,1,0,5,8,40.72479007746340,-73.98430064320560
5626.07,0,32,28,2,0,104,15,35,0,284,22,0,0,6,6,40.72621788,-73.98379855
5626.13,3,35,7,2,0,99,15,38,0,320,28,1,0,2,8,40.72779126,-73.98564945
5626.15,3,33,14,2,0,101,19,35,0,323,27,0,0,2,10,40.72633085971700,-73.98616880178450
5633.04,6,23,0,0,0,0,0,13,0,60,10,1,0,2,0,40.72606,-73.95621
5636.11,34,31,9,1,2,116,1,23,0,191,62,5,0,1,12,40.72743423,-73.99379025
5636.13,27,25,11,1,2,90,12,23,0,230,86,4,0,1,11,40.72486122254820,-73.99213135242460
5644.05,29,19,13,1,1,75,7,15,0,221,111,2,0,1,6,40.726378,-74.000472
5653.12,21,14,11,0,1,51,17,8,0,80,8,1,0,0,2,40.72583996792380,-74.0076532959938
5656.03,0,12,0,0,0,0,0,12,0,19,1,0,0,0,0,40.7277,-73.94395
5659.05,11,35,25,1,0,94,13,27,0,210,20,0,0,6,5,40.72740794,-73.98142006
5659.11,10,37,26,1,0,96,15,22,0,160,5,0,0,6,5,40.72746420692390,-73.97950418293480
5666.04,11,30,0,0,0,0,0,21,0,73,10,1,0,3,0,40.72708584,-73.95299117
5666.11,7,21,0,0,0,0,0,18,0,71,9,0,0,1,0,40.725819,-73.950815
5669.1,7,36,8,1,1,104,8,37,0,324,28,3,0,2,11,40.7284186,-73.98713956
5669.12,12,37,11,1,1,99,7,36,0,318,41,2,0,2,14,40.72737869323220,-73.98840844631200
5676.04,0,16,0,0,0,2,0,8,0,36,6,1,0,2,0,40.72693,-73.95863
5679.05,23,22,7,1,2,112,1,13,0,208,97,4,0,1,9,40.72706363348310,-73.99662137031550
5679.08,29,26,10,1,2,100,2,17,0,183,106,4,0,1,11,40.72615604980410,-73.99510189890860
5687.04,16,19,15,1,0,74,23,14,0,222,61,2,0,1,6,40.72710258,-74.00297088
5687.11,15,17,13,1,0,61,18,11,0,187,13,1,0,0,6,40.72789701409020,-74.00536268949510
5696.03,4,6,3,0,0,27,8,1,0,12,0,0,0,0,0,40.7277140777778,-74.01129573583600
5703.13,11,36,21,1,0,93,13,28,0,222,22,2,0,4,5,40.72854745023940,-73.98175925016400
5709.04,9,25,0,0,0,0,0,19,0,59,9,2,0,3,0,40.72795,-73.95414
5712.03,12,29,8,1,1,122,0,33,0,249,49,4,0,0,9,40.72951496224950,-73.99075269699100
5712.12,27,33,10,1,1,117,4,28,0,256,52,5,0,1,10,40.72769,-73.990993
5721.01,17,28,14,1,1,125,8,12,0,259,13,4,0,1,5,40.73047747,-73.99906065
5721.07,27,18,14,0,1,114,13,12,0,230,56,3,0,1,5,40.72840059450830,-73.99968780577180
5721.14,24,26,11,0,1,119,8,11,0,234,39,4,0,1,7,40.72917025,-73.99810231
5730.08,12,13,7,1,0,44,11,7,0,59,0,1,0,0,2,40.728846,-74.008591
5736.09,11,25,17,1,0,81,20,12,0,72,3,1,0,3,0,40.72938685,-73.97772429
5743.02,1,16,0,0,0,0,0,12,0,13,4,1,0,1,0,40.72984,-73.94839
5746.02,16,38,6,1,1,95,6,41,0,315,28,5,0,1,11,40.72970805644990,-73.9865979552269
5746.14,16,37,10,2,0,87,13,35,0,302,25,5,0,4,7,40.72953837,-73.98426726
5752.07,6,23,0,0,0,1,0,17,0,50,6,2,0,2,0,40.72906,-73.95779
5752.09,6,20,0,0,0,2,0,16,0,47,6,2,0,2,0,40.729803,-73.959099
5755.01,27,32,7,0,2,130,1,19,0,183,34,4,0,1,13,40.72903917,-73.99404649
5755.14,20,27,8,0,5,135,1,15,0,151,19,5,0,1,3,40.73143724085230,-73.99490341544150
5755.15,21,25,9,0,2,124,6,16,0,186,29,4,0,1,7,40.72980619180500,-73.99546380915460
5763.03,25,27,17,1,1,94,19,12,0,279,12,3,0,2,6,40.73038599,-74.00214988
5769.06,0,10,10,0,0,59,7,1,0,15,1,0,0,1,0,40.72984830346530,-73.97455215454100
5772.05,11,14,3,1,0,34,11,5,0,90,4,1,0,1,2,40.73115,-74.00887
5779.08,16,21,10,0,0,95,16,27,0,134,10,7,0,1,1,40.73221853,-73.98165557
5779.09,11,31,11,1,0,83,13,23,0,165,15,2,0,4,3,40.72966729392980,-73.98067966103550
5779.1,16,31,11,1,0,87,7,34,0,191,20,6,0,1,5,40.73139303364150,-73.98286700248720
