,_id,START_TIME,START_LAT,START_LNG,END_TIME,END_LAT,END_LNG,USER_ID,NAME,ADDRESS,TYPE
66,3db66e29-29c0-4fd4-9b09-7ff2edbf7ba9,2025-04-08T07:22:00,40.811801634463286,-73.96001031213936,2025-04-08 08:01:00,,,user_6450,Jewish Theological Seminary / List College Of Jewish Studies,"3080 BROADWAY, 10027",College/University
67,7fe76494-4046-4587-b5c5-24eb34cba8d9,2025-04-08T10:13:00,40.73686062472525,-73.9810549374029,2025-04-08 11:07:00,,,user_9835,Phillips Beth Israel School Of Nursing,"310 EAST 22 STREET, 10010",College/University
68,67c10d4e-fcb5-4858-96ef-11f209121c1b,2025-04-08T06:09:00,40.83347318351127,-73.94587880144374,2025-04-08 07:55:00,,,user_5576,Boricua College,"3755 BROADWAY, 10032",College/University
69,badd6bb9-6823-4756-b02b-c5088ca904c8,2025-04-08T10:41:00,40.76523174250826,-73.9553818130165,2025-04-08 12:13:00,,,user_2680,Cornell University / Weill Graduate School Of Medical Sciences Of Cornell University,"445 EAST 69 STREET, 10021",College/University
70,085c4114-6473-44b5-b2c4-62a3c44671c4,2025-04-08T08:49:00,40.767873514551425,-73.98864638744395,2025-04-08 09:46:00,,,user_4513,American Academy Mcallister Institute Of Funeral Service,"450 WEST 56 STREET, 10019",College/University
71,2831f645-f629-4128-847f-ebf74f22dba6,2025-04-08T06:10:00,40.85053977419417,-73.92980468839204,2025-04-08 06:57:00,,,user_1325,Yeshiva University,"500 WEST 185 STREET, 10033",College/University
72,a652647c-52d8-4fd0-972d-298dbcf806dc,2025-04-08T08:20:00,40.81029418631306,-73.96028717108886,2025-04-08 09:22:00,,,user_8345,"Teachers College, Columbia University","525 WEST 120 STREET, 10027",College/University
73,df9aafcf-6fc1-44a2-8d0e-a51108f3f5da,2025-04-08T07:54:00,40.736553887838184,-73.99649861360797,2025-04-08 08:50:00,,,user_8758,New School University / Jazz And Contemporary Music Program,"55 WEST 13 STREET, 10011",College/University
74,9903a0b3-e523-4320-a380-7f09948e0a33,2025-04-08T10:02:00,40.80557808768119,-73.9666683641188,2025-04-08 11:32:00,,,user_5553,Bank Street College Of Education / Graduate School Of Education,"610 WEST 112 STREET, 10025",College/University
75,e9dc7d66-3bde-43f9-a8f1-6af6ad953da1,2025-04-08T08:15:00,40.73526236196918,-73.99747679976271,2025-04-08 08:51:00,,,user_4905,New School University / Eugene Lang College,"65 WEST 11 STREET, 10011",College/University
76,27fe673c-cccb-4250-9b42-a7059f8fc8dd,2025-04-08T06:25:00,40.81940116680288,-73.95026316293709,2025-04-08 07:35:00,,,user_8492,The City College of New York,"160 CONVENT AVENUE, 10031",College/University
